"Register","Inspection 1","Inspection 2","Inspection 3","Inspection 4","Inspection 5","Inspection 6","Inspection 7","Inspection 8","","Inspection 9","Inspection 10"
"Date Time","Company Code","Department","Line Name","Process","Device ID","IP Address","Operator ID","Parts Name","Lot","Serial","Read Name","INSPECTION 1 PROCESS","Period","Operator ID","IP Address","Start Date/ Time","Finished Date/ Time","Judgement","Packing Check Code","Packing CheckJ","INSPECTION 2 PROCESS","Period","Operator ID","IP Address","Start Date/ Time","Finished Date/ Time","Judgement","Packing Check Code","Packing CheckJ","INSPECTION 3 PROCESS","Period","Operator ID","IP Address","Start Date/ Time","Finished Date/ Time","Judgement","Packing Check Code","Packing CheckJ","INSPECTION 4 PROCESS","Period","Operator ID","IP Address","Start Date/ Time","Finished Date/ Time","Judgement","Packing Check Code","Packing CheckJ","INSPECTION 5 PROCESS","Period","Operator ID","IP Address","Start Date/ Time","Finished Date/ Time","Judgement","Packing Check Code","Packing CheckJ","INSPECTION 6 PROCESS","Period","Operator ID","IP Address","Start Date/ Time","Finished Date/ Time","Judgement","Packing Check Code","Packing CheckJ","INSPECTION 7 PROCESS","Period","Operator ID","IP Address","Start Date/ Time","Finished Date/ Time","Judgement","Packing Check Code","Packing CheckJ","INSPECTION 8 PROCESS","Period","Operator ID","IP Address","Start Date/ Time","Finished Date/ Time","Judgement","Packing Check Code","Packing CheckJ","Last Repair Card Number","Repair Result","Reset Supervisor ID","Reset Supervisor Name","Now Mode","Message Code","Final Inspection Name","Final Inspection Judgement","INSPECTION 9 PROCESS","Period","Operator ID","IP Address","Start Date/ Time","Finished Date/ Time","Judgement","Packing Check Code","Packing CheckJ","INSPECTION 10 PROCESS","Period","Operator ID","IP Address","Start Date/ Time","Finished Date/ Time","Judgement"
"2021-08-19 21:27:49","4470","4470","MAZDA_15","01","J53C_290_1_1","172.25.119.221","EN69-5610","KJK9-67-290(0)-3","59GB83","00032","QR710FN1HAKJK9-67-290(0)-3 59GB8300032","01","02","EN69-5610","172.25.119.221","2021-08-19 21:27:51","2021-08-19 21:27:59","1","","","02","02","EN69-5604","172.25.119.219","2021-08-19 21:34:26","2021-08-19 21:34:47","1","","","03","02","MWM00012442","172.25.119.220","2021-08-19 21:37:53","2021-08-19 21:38:38","1","QR910PS2021.08.17UER AKJK9-67-290(0)-3 40 59GB8300001KJK9-7-290","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-19 14:13:24","4470","4470","MAZDA_15","01","J53C_290_1_1","172.25.119.221","MWM00011342","KJK9-67-290(0)-3","59GB83","00020","QR710FN1HAKJK9-67-290(0)-3 59GB8300020","01","01","MWM00011342","172.25.119.221","2021-08-19 14:13:25","2021-08-19 14:13:47","1","","","02","02","EN69-5604","172.25.119.219","2021-08-19 20:13:21","2021-08-19 20:13:51","1","","","03","02","MWM00012442","172.25.119.220","2021-08-19 20:46:14","2021-08-19 20:47:02","1","QR910PS2021.08.17UER AKJK9-67-290(0)-3 40 59GB8300001KJK9-7-290","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-19 22:01:32","4470","4470","MAZDA_15","01","J53C_290_1_1","172.25.119.221","EN69-5610","KJK9-67-290(0)-3","59GB83","00038","QR710FN1HAKJK9-67-290(0)-3 59GB8300038","01","02","EN69-5610","172.25.119.221","2021-08-19 22:01:33","2021-08-19 22:01:40","1","","","02","02","EN69-5604","172.25.119.219","2021-08-19 22:13:31","2021-08-19 22:14:00","1","","","03","02","MWM00012442","172.25.119.220","2021-08-19 22:14:11","2021-08-19 22:15:08","1","QR910PS2021.08.17UER AKJK9-67-290(0)-3 40 59GB8300001KJK9-7-290","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-19 21:43:26","4470","4470","MAZDA_15","01","J53C_290_1_1","172.25.119.221","EN69-5610","KJK9-67-290(0)-3","59GB83","00035","QR710FN1HAKJK9-67-290(0)-3 59GB8300035","01","02","EN69-5610","172.25.119.221","2021-08-19 21:43:29","2021-08-19 21:43:39","1","","","02","02","EN69-5604","172.25.119.219","2021-08-19 21:51:13","2021-08-19 21:51:36","1","","","03","02","MWM00012442","172.25.119.220","2021-08-19 22:11:40","2021-08-19 22:12:29","1","QR910PS2021.08.17UER AKJK9-67-290(0)-3 40 59GB8300001KJK9-7-290","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-19 21:12:17","4470","4470","MAZDA_15","01","J53C_290_1_1","172.25.119.221","EN69-5610","KJK9-67-290(0)-3","59GB83","00030","QR710FN1HAKJK9-67-290(0)-3 59GB8300030","01","02","EN69-5610","172.25.119.221","2021-08-19 21:12:18","2021-08-19 21:12:24","1","","","02","02","EN69-5604","172.25.119.219","2021-08-19 21:19:15","2021-08-19 21:19:37","1","","","03","02","MWM00012442","172.25.119.220","2021-08-19 21:40:21","2021-08-19 21:42:46","1","QR910PS2021.08.17UER AKJK9-67-290(0)-3 40 59GB8300001KJK9-7-290","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-19 21:19:44","4470","4470","MAZDA_15","01","J53C_290_1_1","172.25.119.221","EN69-5610","KJK9-67-290(0)-3","59GB83","00031","QR710FN1HAKJK9-67-290(0)-3 59GB8300031","01","02","EN69-5610","172.25.119.221","2021-08-19 21:19:45","2021-08-19 21:19:51","1","","","02","02","EN69-5604","172.25.119.219","2021-08-19 21:23:20","2021-08-19 21:23:43","1","","","03","02","MWM00012442","172.25.119.220","2021-08-19 21:39:33","2021-08-19 21:40:18","1","QR910PS2021.08.17UER AKJK9-67-290(0)-3 40 59GB8300001KJK9-7-290","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-19 21:28:56","4470","4470","MAZDA_15","01","J53C_290_1_1","172.25.119.221","EN69-5610","KJK9-67-290(0)-3","59GB83","00033","QR710FN1HAKJK9-67-290(0)-3 59GB8300033","01","02","EN69-5610","172.25.119.221","2021-08-19 21:28:57","2021-08-19 21:29:12","1","","","02","02","EN69-5604","172.25.119.219","2021-08-19 21:33:53","2021-08-19 21:34:15","1","","","03","02","MWM00012442","172.25.119.220","2021-08-19 21:38:44","2021-08-19 21:39:24","1","QR910PS2021.08.17UER AKJK9-67-290(0)-3 40 59GB8300001KJK9-7-290","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-19 21:42:27","4470","4470","MAZDA_15","01","J53C_290_1_1","172.25.119.221","EN69-5610","KJK9-67-290(0)-3","59GB83","00037","QR710FN1HAKJK9-67-290(0)-3 59GB8300037","01","02","EN69-5610","172.25.119.221","2021-08-19 21:42:29","2021-08-19 21:42:43","1","","","02","02","EN69-5604","172.25.119.219","2021-08-19 21:52:20","2021-08-19 21:52:43","1","","","03","02","MWM00012442","172.25.119.220","2021-08-19 22:09:44","2021-08-19 22:10:36","1","QR910PS2021.08.17UER AKJK9-67-290(0)-3 40 59GB8300001KJK9-7-290","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-19 21:42:59","4470","4470","MAZDA_15","01","J53C_290_1_1","172.25.119.221","EN69-5610","KJK9-67-290(0)-3","59GB83","00036","QR710FN1HAKJK9-67-290(0)-3 59GB8300036","01","02","EN69-5610","172.25.119.221","2021-08-19 21:43:00","2021-08-19 21:43:06","1","","","02","02","EN69-5604","172.25.119.219","2021-08-19 21:51:48","2021-08-19 21:52:11","1","","","03","02","MWM00012442","172.25.119.220","2021-08-19 22:10:44","2021-08-19 22:11:35","1","QR910PS2021.08.17UER AKJK9-67-290(0)-3 40 59GB8300001KJK9-7-290","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-19 21:43:54","4470","4470","MAZDA_15","01","J53C_290_1_1","172.25.119.221","EN69-5610","KJK9-67-290(0)-3","59GB83","00034","QR710FN1HAKJK9-67-290(0)-3 59GB8300034","01","02","EN69-5610","172.25.119.221","2021-08-19 21:43:55","2021-08-19 21:44:04","1","","","02","02","EN69-5604","172.25.119.219","2021-08-19 21:50:42","2021-08-19 21:51:02","1","","","03","02","MWM00012442","172.25.119.220","2021-08-19 22:12:34","2021-08-19 22:13:18","1","QR910PS2021.08.17UER AKJK9-67-290(0)-3 40 59GB8300001KJK9-7-290","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
